state,city,name,reference
SP,Charqueada,CT Charqueada,
RS,Charqueadas,CT Charqueadas,
RS,Charrua,CT Charrua,
CE,Chaval,CT Chaval,
SP,Chavantes,CT Chavantes,
PA,Chaves,CT Chaves ,
MG,Chiador,CT Chiador,
RS,Chiapetta,CT Chiapetta,
PR,Chopinzinho,CT Chopinzinho,
CE,Choró,CT Choró ,
CE,Chorozinho,CT Chorozinho,
BA,Chorrochó,CT Chorrochó,
RS,Chuí,CT Chuí,
RO,Chupinguaia,CT Chupinguaia,
RS,Chuvisca,CT Chuvisca,
PR,Cianorte,CT Cianorte,
BA,Cícero Dantas,CT Cícero Dantas ,
GO,Cidade de Goiás,CT Cidade de Goiás,
PR,Cidade Gaúcha,CT Cidade Gaúcha,
GO,Cidade Ocidental,CT Cidade Ocidental,
MA,Cidelândia,CT Cidelândia,
RS,Cidreira,CT Cidreira,
BA,Cipó,CT Cipó,
MG,Cipotânea,CT Cipotânea,
RS,Ciríaco,CT Ciríaco,
MG,Claraval,CT Claraval,
MG,Claro dos Poções,CT Claro dos Poções,
MT,Cláudia,CT Cláudia,
MG,Cláudio,CT Cláudio,
SP,Clementina,CT Clementina,
PR,Clevelândia,CT Clevelândia,
BA,Coaraci,CT Coaraci,
AM,Coari,CT Coari Zona 1,União; Ciganopolis; Nazaré Pinheiro; Estrada Coari-Mamiá; Urucu; Santa Efigênia e Espírito Santo
AM,Coari,CT Coari Zona 2,Centro; Tauá-Mirim; Duque de Caxias; Santa Helena; Grande Vitória; Chagas Aguiar; Itamarati e Liberdade
AM,Coari,CT Coari Zona Rural,Zona Rural
PI,Cocal,CT Cocal,
PI,Cocal de Telha,CT Cocal de Telha,
SC,Cocal do Sul,CT Cocal do Sul ,
PI,Cocal dos Alves,CT Cocal dos Alves,
MT,Cocalinho,CT Cocalinho,
GO,Cocalzinho de Goiás,CT Cocalzinho de Goiás,
BA,Cocos,CT Cocos,
AM,Codajás,CT Codajás,
MA,Codó,CT Codó,
MA,Coelho Neto,CT Coelho Neto,
MG,Coimbra,CT Coimbra,
AL,Coité do Nóia,CT Coité do Nóia,
PI,Coivaras,CT Coivaras,
PA,Colares,CT Colares,
ES,Colatina,CT Colatina Norte ,"Bairros situados no lado norte da cidade; próximos à região de
São Silvano"
ES,Colatina,CT Colatina Sul ,Bairros situados no lado sul da cidade; próximos ao centro
MT,Colíder,CT Colíder,
SP,Colina,CT Colina,
RS,Colinas,CT Colinas,
MA,Colinas,CT Colinas,
GO,Colinas do Sul,CT Colinas do Sul,
TO,Colméia,CT Colméia,
MT,Colniza,CT Colniza,
SP,Colômbia,CT Colômbia,
PR,Colombo,CT Colombo Sede Maracanã,Região Maracanã
PR,Colombo,CT Colombo Sede São Gabriel,Região São Gabriel
PI,Colônia do Gurguéia,CT Colônia do Gurguéia,
PI,Colônia do Piauí,CT Colônia do Piauí,
AL,Colônia Leopoldina,CT Colônia Leopoldina,
PR,Colorado,CT Colorado,
RS,Colorado,CT Colorado,
RO,Colorado do Oeste,CT Colorado do Oeste,
MG,Coluna,CT Coluna ,
TO,Combinado,CT Combinado,
MG,Comendador Gomes,CT Comendador Gomes,
RJ,Comendador Levy Gasparian,CT Comendador Levy Gasparian,
MG,Comercinho,CT Comercinho,
MT,Comodoro,CT Comodoro,
PB,Conceição,CT Conceição,
MG,Conceição da Aparecida,CT Conceição da Aparecida,
ES,Conceição da Barra,CT Conceição da Barra II,CT Conceição da Barra II
ES,Conceição da Barra,CT Conceição da Barra SEDE,CT Conceição da Barra SEDE
MG,Conceição da Barra de Minas,CT Conceição da Barra de Minas,
BA,Conceição da Feira,CT Conceição da Feira,
MG,Conceição das Alagoas,CT Conceição das Alagoas,
MG,Conceição das Pedras,CT Conceição das Pedras,
MG,Conceição depanema,CT Conceição de Ipanema,
RJ,Conceição de Macabu,CT Conceição de Macabu,
BA,Conceição do Almeida,CT Conceição do Almeida ,
PA,Conceição do Araguaia,CT Conceição do Araguaia,
PI,Conceição do Canindé,CT Conceição do Canindé,
ES,Conceição do Castelo,CT Conceição do Castelo,
BA,Conceição do Coité,CT Conceição do Coité,
BA,Conceição do Jacuípe,CT Conceição do Jacuípe,
MA,Conceição do Lago Açu,CT Conceição do Lago Açu,
MG,Conceição do Mato Dentro,CT Conceição do Mato Dentro,
MG,Conceição do Pará,CT Conceição do Pará  ,
MG,Conceição do Rio Verde,CT Conceição do Rio Verde ,
TO,Conceição do Tocantins,CT Conceição do Tocantins ,
MG,Conceição dos Ouros,CT Conceição dos Ouros,
SP,Conchal,CT Conchal,
SP,Conchas,CT Conchas,
SC,Concórdia,CT Concórdia,
PA,Concórdia do Pará,CT Concórdia do Pará,
PB,Condado,CT Condado,
PE,Condado,CT Condado,
BA,Conde,CT Conde,
PB,Conde,CT Conde,
BA,Condeúba,CT Condeúba,
RS,Condor,CT Condor,
MG,Cônego Marinho,CT Cônego Marinho,
MG,Confins,CT Confins,
MT,Confresa,CT Confresa,
PB,Congo,CT Congo,
MG,Congonhal,CT Congonhal ,
MG,Congonhas,CT Congonhas,
MG,Congonhas do Norte,CT Congonhas do Norte,
PR,Congonhinhas,CT Congonhinhas,
MG,Conquista,CT Conquista,
MT,Conquista D'Oeste,CT Conquista D'Oeste ,
MG,Conselheiro Lafaiete,CT Conselheiro Lafaiete,
PR,Conselheiro Mairinck,CT Conselheiro Mairinck,
MG,Conselheiro Pena,CT Conselheiro Pena,
MG,Consolação,CT Consolação ,
RS,Constantina,CT Constantina,
MG,Contagem,CT Contagem - Eldorado,"Água Branca; Bela Vista; Cidade Jardim Eldorado; Cinco; Cinco II (Cincão
– Distrito Industrial); Conjunto Água Branca; Darcy Vargas; Eldoradinho; Eldorado; Glória;
Jardim Bandeirantes; Jardim das Oliveiras; JK; Novo Eldorado; Parque São João; Santa Cruz
Industrial; São Pedro; Vila Beatriz; Vila Boa Vista; Vila Jardim Eldorado; Vila Paris; Vila
Samag; Vila Vaquinha; Vila Frigo Diniz; Vila São Vicente; Vila Santo Antônio; Vila do Canal;
Inconfidentes; Conjunto Habitacional Lempp; Jardim Califórnia; Vera Cruz; Conjunto
Habitacional Tijolinho; Riacho das Pedras; Novo Riacho; Monte Castelo; Conjunto Habitacional
Columbia e Riacho III"
MG,Contagem,CT Contagem - Industrial," Industrial 1ª; 2ª e 3ª Seção; Antônio Cambraia; Amazonas 1ª e 2ª Seção;
Jardim Industrial 1ª e 2ª Seção; Bandeirantes; Santa Maria; Inconfidentes; Industrial Itaú;
Industrial Santa Maria; Jardim Emaus; Cidade Industrial; Conjunto Parque das Mangueiras;
Conjunto Sandoval de Azevedo; Vila São Paulo; Vila Itaú; Vila Barraginha; Vila Pedreira Santa
Rita; Vila Nossa Senhora Aparecida; Vila Tereza Cristina; Vila Pernambucana; Vila Rui
Barbosa; Vila Dom Bosco; Vila Tito Fulgêncio; Vila Santa Elizabeth; Vila da Paz; Vila Líder;
Vila Presidente Vargas; Vila Luciano; Vila Bandeirantes; Vila Parque Industrial; Durval de
Barros; Flamengo e Jardim Riacho das Pedras"
MG,Contagem,CT Contagem - Nacional,"Portal do Sol; Lua Nova da Pampulha; Cayapósk; Bom Jesus; Vale das
Orquídeas; Parque Xangrilá – 1ª; 2ª e 3ª Seções; Nacional – 1ª e 2ª Seções; Vila Boa Vista; Pedra
Azul – 1ª e 2ª Seções; Vale das Amendoeiras; Conjunto Carajás; Nacional (Vila Cowan); Novo
Recanto; Tijuca; Recanto da Pampulha; Confisco; Estrela Dalva; São Mateus; Chácaras Cotia;
Chácaras Reunidas Santa Terezinha; Chácaras Novo Horizonte; Chácaras Planalto; Chácaras
Campestre; Chácaras Bom Jesus; Vila São Mateus; Vila Senhora da Aparecida; Vila Jesus de
Nazaré; Vila Estrela Dalva; Vila Recanto da Pampulha; Vila Francisco Mariano; Vila Nacional;
Vila Floriano Peixoto; Vila Senhora da Conceição; Vila Gangorras; Vila Bambu Verde e Vila
Tenente Castorino."
MG,Contagem,CT Contagem - Petrolândia,"Vila Panamá; Panamá; Canadá; Petrolândia; Industrial São
Luiz; Beija Flor; Campo Alto; Sapucaias I; II e III; Estância Imperial; Chácaras Contagem; Santa
Helena; Lúcio de Abreu; São Caetano; Tropical I e II; Belém; Vila Morro Vermelho (Industrial
São Luiz); Vila Ipanema; Vila União; Vila Universal e Nascente Imperial do Madeira"
MG,Contagem,CT Contagem - Ressaca ,"Conjunto Arpoador; Arvoredo I e II; Balneário da Ressaca; Cabral; Campina
Verde; Cândida Ferreira; Chácara Boa Vista; Coqueiros; Colorado; Distrito Industrial Ressaca
(Polo Moveleiro); Entreposto Comercial Ceasa; Feijão Miúdo; Guanabara; Jardim Balneário;
Jardim do Lago; Jardim Laguna – 1ª; 2ª e 3ª Seções; Liberdade II; Maria Cristina; Milanês;
Morada Nova – 1ª e 2ª Seções; Novo Boa Vista; Novo Progresso 1ª; 2ª e 3ª Seção; Oitis; Parque
Ayrton Sena; Parque dos Turistas; Parque Recreio; Presidente Kennedy; Progresso Industrial;
Santa Luzia; São Gotardo; São Joaquim; São Sebastião; Vila Pérola; Vila Santa Luzia; Vila
Milanês; Vila Urca; Vila da Rua 15; Vila União da Ressaca; Vila Avenida II; Vila Colorado; Vila
Teleférico; Vila Secóia; Vila Boa Esperança; Vila Santa Cruz; Vila Morada Nova; Vila Novo
Boa Vista; Vila Av. das Bandeiras; Vila Oitis; Vila Kennedy; Vila Padre Dionísio; Vila Adão
Sabino e Beco do Cocó"
MG,Contagem,CT Contagem - SEDE,"Angelina; Alvorada; Arcádia; Áreas Industriais de Contagem I; Bairro Praia;
Beneves; Bernardo Monteiro – 1ª; 2ª e 3ª seções; Betânia; Bitácula (ou 40 Alqueires); Camilo
Alves; Central Parque; Centro de Contagem; Chácara Califórnia; Chácara Riachinho; Chácaras
Colonial; Chácara Del Rey; Chácaras Domingos Pereira; Colonial; Conjunto Habitacional
Presidente Costa e Silva; Conjunto Habitacional Fonte Grande; Coração de Jesus; Estância do
Hibisco; Europa; Fonte Grande – 1ª; 2ª; 3ª e 4ª seções; Funcionários; Granja Vista Alegre; Jardim
Marrocos; Jardim Vera Cruz; Linda Vista; Los Ângeles; Madalena; Maria da Conceição; Nossa
Senhora de Fátima; Nossa Senhora do Carmo; Olinda; Ouro Branco; Parque Maracanã; Perobas;
Quintas Coloniais; Quintas do Jacuba; Riachinho; Santa Edwiges; Santa Luzia; Santa Terezinha;
Santo Antônio; São Bernardo; São Geraldo; São Gonçalo – 1ª e 2ª seções; São João Del Rey;
Solar do Madeira; Três Barras; Universitário; Vila Barroquinha; Vila Fonte Grande; Vila Itália;
Vila Jardim Vera Cruz; Vila Madalena; Vila Maracanã e Vila Militar"
MG,Contagem,CT Contagem - Vargem das Flores,"Nova Contagem A e B; Ipê Amarelo; Retiro (das Esperanças);
Buganville I e II; Aparecida; Santa Filomena; Icaivera; Nazaré; Tupã; Darcy Ribeiro; Vila Nova
Esperança; Vila Estaleiro I e II; Vila Formosa; Vila Soledade; Vila Renascer; Vila Feliz;
Condomínio San Remo; Campo Alegre (Rural) e Capim Rasteiro (Rural)"
PR,Contenda,CT Contenda,
BA,Contendas do Sincorá,CT Contendas do Sincorá,
MG,Coqueiral,CT Coqueiral,
RS,Coqueiro Baixo,CT Coqueiro Baixo,
AL,Coqueiro Seco,CT Coqueiro Seco,
RS,Coqueiros do Sul,CT Coqueiros do Sul ,
MG,Coração de Jesus,CT Coração de Jesus ,
BA,Coração de Maria,CT Coração de Maria,
PR,Corbélia,CT Corbélia,
RJ,Cordeiro,CT Cordeiro,
SP,Cordeirópolis,CT Cordeirópolis,
BA,Cordeiros,CT Cordeiros,
SC,Cordilheira Alta,CT Cordilheira Alta,
MG,Cordisburgo,CT Cordisburgo,
MG,Cordislândia,CT Cordislândia,
CE,Coreaú,CT Coreaú ,
PB,Coremas,CT Coremas,
MS,Corguinho,CT Corguinho,
BA,Coribe,CT Coribe,
MG,Corinto,CT Corinto ,
PR,Cornélio Procópio,CT Cornélio Procópio,
MG,Coroaci,CT Coroaci,
SP,Coroados,CT Coroados,
MA,Coroatá,CT Coroatá,
MG,Coromandel,CT Coromandel,
RS,Coronel Barros,CT Coronel Barros,
RS,Coronel Bicaco,CT Coronel Bicaco,
PR,Coronel Domingos Soares,CT Coronel Domingos Soares ,
RN,Coronel Ezequiel,CT Coronel Ezequiel,
MG,Coronel Fabriciano,CT Coronel Fabriciano ,
SC,Coronel Freitas,CT Coronel Freitas,
RN,Coronel João Pessoa,CT Coronel João Pessoa,
BA,Coronel João Sá,CT Coronel João Sá,
PI,Coronel José Dias,CT Coronel José Dias,
SP,Coronel Macedo,CT Coronel Macedo,
SC,Coronel Martins,CT Coronel Martins,
MG,Coronel Murta,CT Coronel Murta,
MG,Coronel Pacheco,CT Coronel Pacheco,
RS,Coronel Pilar,CT Coronel Pilar,
MS,Coronel Sapucaia,CT Coronel Sapucaia,
PR,Coronel Vivida,CT Coronel Vivida,
MG,Coronel Xavier Chaves,CT Coronel Xavier Chaves,
MG,Córrego Danta,CT Córrego Danta,
MG,Córrego do Bom Jesus,CT Córrego do Bom Jesus,
GO,Córrego do Ouro,CT Córrego do Ouro,
MG,Córrego Fundo,CT Córrego Fundo,
MG,Córrego Novo,CT Córrego Novo,
SC,Correia Pinto,CT Correia Pinto,
PI,Corrente,CT Corrente,
PE,Correntes,CT Correntes,
PE,Cortês,CT Cortês,
MS,Corumbá,CT Corumbá,
GO,Corumbá de Goiás,CT Corumbá de Goiás,
GO,Corumbaíba,CT Corumbaíba,
SP,Corumbataí,CT Corumbataí,
PR,Corumbataí do Sul,CT Corumbataí do Sul,
RO,Corumbiara,CT Corumbiara,
SC,Corupá,CT Corupá,
AL,Coruripe,CT Coruripe ,
SP,Cosmópolis,CT Cosmópolis ,
SP,Cosmorama,CT Cosmorama,
RO,Costa Marques,CT Costa Marques,
MS,Costa Rica,CT Costa Rica,
BA,Cotegipe,CT Cotegipe,
SP,Cotia,CT Cotia I,CT Cotia I
SP,Cotia,CT Cotia II,CT Cotia II
RS,Cotiporã,CT Cotiporã,
MT,Cotriguaçu,CT Cotriguaçu,
MG,Couto de Magalhães de Minas,CT Couto de Magalhães de Minas,
TO,Couto Magalhães,CT Couto Magalhães,
RS,Coxilha,CT Coxilha,
MS,Coxim,CT Coxim,
PB,Coxixola,CT Coxixola,
AL,Craíbas,CT Craíbas,
CE,Crateús,CT Crateús,
CE,Crato,CT Crato,
SP,Cravinhos,CT Cravinhos ,
BA,Cravolândia,CT Cravolândia,
SC,Criciúma,CT Criciúma I,CT Criciúma I
SC,Criciúma,CT Criciúma II,CT Criciúma II
MG,Crisólita,CT Crisólita,
BA,Crisópolis,CT Crisópolis ,
RS,Crissiumal,CT Crissiumal,
MG,Cristais,CT Cristais,
SP,Cristais Paulista,CT Cristais Paulista,
RS,Cristal,CT Cristal,
RS,Cristal do Sul,CT Cristal do Sul,
TO,Cristalândia,CT Cristalândia,
PI,Cristalândia do Piauí,CT Cristalândia do Piauí,
MG,Cristália,CT Cristália,
GO,Cristalina,CT Cristalina,
MG,Cristiano Otoni,CT Cristiano Otoni,
GO,Cristianópolis,CT Cristianópolis,
MG,Cristina,CT Cristina,
SE,Cristinápolis,CT Cristinápolis,
PI,Cristino Castro,CT Cristino Castro ,
BA,Cristópolis,CT Cristópolis,
GO,Crixás,CT Crixás,
TO,Crixás do Tocantins,CT Crixás do Tocantins,
CE,Croatá,CT Croatá,
GO,Cromínia,CT Cromínia ,
MG,Crucilândia,CT Crucilândia,
CE,Cruz,CT Cruz,
RS,Cruz Alta,CT Cruz Alta,
BA,Cruz Das Almas,CT Cruz Das Almas,
PB,Cruz do Espírito Santo,CT Cruz do Espírito Santo,
PR,Cruz Machado,CT Cruz Machado,
SP,Cruzália,CT Cruzália,
RS,Cruzaltense,CT Cruzaltense,
DF,Cruzeiro,CT Cruzeiro,
SP,Cruzeiro,CT Cruzeiro,
MG,Cruzeiro da Fortaleza,CT Cruzeiro da Fortaleza,
PR,Cruzeiro doguaçu,CT Cruzeiro do Iguaçu,
PR,Cruzeiro do Oeste,CT Cruzeiro do Oeste,
PR,Cruzeiro do Sul,CT Cruzeiro do Sul,
RS,Cruzeiro do Sul,CT Cruzeiro do Sul,
RN,Cruzeta,CT Cruzeta,
MG,Cruzília,CT Cruzília,
PR,Cruzmaltina,CT Cruzmaltina,
SP,Cubatão,CT Cubatão,
PB,Cubati,CT Cubati,
MT,Cuiabá,CT Cuiabá 1º - Região,Centro
MT,Cuiabá,CT Cuiabá 2º - Região,Pedra 90
MT,Cuiabá,CT Cuiabá 3º - Região,CPA
MT,Cuiabá,CT Cuiabá 4° - Região,Santa Isabel
MT,Cuiabá,CT Cuiabá 5º - Região,Coxipó
MT,Cuiabá,CT Cuiabá 6° - Região,Planalto
PB,Cuité,CT Cuité,
PB,Cuité de Mamanguape,CT Cuité de Mamanguape,
PB,Cuitegi,CT Cuitegi,
RO,Cujubim,CT Cujubim,
GO,Cumari,CT Cumari,
PE,Cumaru,CT Cumaru,
PA,Cumaru do Norte,CT Cumaru do Norte,
SE,Cumbe,CT Cumbe,
SP,Cunha,CT Cunha,
SC,Cunha Porã,CT Cunha Porã,
SC,Cunhataí,CT Cunhataí,
MG,Cuparaque,CT Cuparaque,
PE,Cupira,CT Cupira,
BA,Curaçá,CT Curaçá,
CE,Curaçá,CT Curaçá,
PI,Curimatá,CT Curimatá,
PA,Curionópolis,CT Curionópolis,
PR,Curitiba,CT Curitiba Bairro Novo,Ganchinho; Sítio Cercado; Umbará.
PR,Curitiba,CT Curitiba Boa Vista,Abranches; Atuba; Bacacheri; Bairro Alto; Barreirinha; Boa Vista; Cachoeira; Pilarzinho; Santa Cândida; São Lourenço; Taboão; Tarumã; Tingui.
PR,Curitiba,CT Curitiba Boqueirão,Alto Boqueirão; Boqueirão; Hauer; Xaxim.
PR,Curitiba,CT Curitiba Cajuru,Cajuru; Capão da Imbuia; Guabirotuba; Jardim das Américas; Uberaba.
PR,Curitiba,CT Curitiba CIC,Augusta; Cidade Industrial; Riviera; São Miguel.
PR,Curitiba,CT Curitiba Matriz,Ahú; Alto da Glória; Alto da XV; Batel; Bigorrilho (Champagnat); Bom Retiro; Cabral; Centro; Centro Cívico; Cristo Rei; Hugo Lange; Jardim Botânico; Jardim Social; Juvevê; Mercês; Prado Velho (Capanema); Rebouças; São Francisco.
PR,Curitiba,CT Curitiba Pinheirinho,Capão Raso; Fanny; Lindóia; Novo Mundo; Pinheirinho.
PR,Curitiba,CT Curitiba Portão,Água Verde; Fazendinha; Guaíra; Parolin; Portão; Santa Quitéria; Seminário; Vila Izabel.
PR,Curitiba,CT Curitiba Santa Felicidade,Butiatuvinha; Campina do Siqueira; Campo Comprido; Cascatinha; Lamenha Pequena; Mossunguê; Orleans; Santa Felicidade; Santo Inácio; São Braz; São João; Vista Alegre.
PR,Curitiba,CT Curitiba Tatuquara,Campo de Santana; Caximba; Tatuquara.
SC,Curitibanos,CT Curitibanos,
PR,Curiúva,CT Curiúva ,
PI,Currais,CT Currais,
RN,Currais Novos,CT Currais Novos,
PB,Curral de Cima,CT Curral de Cima,
MG,Curral de Dentro,CT Curral de Dentro ,
PI,Curral Novo do Piauí,CT Curral Novo do Piauí,
PB,Curral Velho,CT Curral Velho,
PA,Curralinho,CT Curralinho ,
PI,Curralinhos,CT Curralinhos ,
PA,Curuá,CT Curuá,
PA,Curuçá,CT Curuçá,
MA,Cururupu,CT Cururupu,
MT,Curvelândia,CT Curvelândia,
MG,Curvelo,CT Curvelo,
PE,Custódia,CT Custódia,
AP,Cutias,CT Cutias,
GO,Damianópolis,CT Damianópolis,
PB,Damião,CT Damião,
GO,Damolândia,CT Damolândia,
TO,Darcinópolis,CT Darcinópolis ,
BA,Dário Meira,CT Dário Meira ,
MG,Datas,CT Datas,
RS,David Canabarro,CT David Canabarro,
GO,Davinópolis,CT Davinópolis,
MA,Davinópolis,CT Davinópolis,
MG,Delfim Moreira,CT Delfim Moreira ,
MG,Delfinópolis,CT Delfinópolis,
AL,Delmiro Gouveia,CT Delmiro Gouveia  I barragem leste  ,Barragem Leste
AL,Delmiro Gouveia,CT Delmiro Gouveia II zona rural,Zona Rural
MG,Delta,CT Delta,
PI,Demerval Lobão,CT Demerval Lobão,
MT,Denise,CT Denise,
MS,Deodápolis,CT Deodápolis,
CE,Deputadorapuan Pinheiro,CT Deputado Irapuan Pinheiro,
RS,Derrubadas,CT Derrubadas,
SP,Descalvado,CT Descalvado,
SC,Descanso,CT Descanso,
MG,Descoberto,CT Descoberto,
PB,Desterro,CT Desterro,
MG,Desterro de Entre Rios,CT Desterro de Entre Rios,
MG,Desterro do Melo,CT Desterro do Melo,
RS,Dezesseis de Novembro,CT Dezesseis de Novembro,
SP,Diadema,CT Diadema I,Eldorado; Inamar; Serraria e Conceição
SP,Diadema,CT Diadema II,Centro; Campanário e Taboão
SP,Diadema,CT Diadema III,Casa Grande; Vila Nogueira; Piraporinha e Canhema
PB,Diamante,CT Diamante,
PR,Diamante do Norte,CT Diamante do Norte ,
PR,Diamante do Sul,CT Diamante do Sul,
MG,Diamantina,CT Diamantina,
MT,Diamantino,CT Diamantino,
TO,Dianópolis,CT Dianópolis,
BA,Dias d'Ávila,CT Dias d'Ávila ,
RS,Dilermando de Aguiar,CT Dilermando de Aguiar,
MG,Diogo de Vasconcelos,CT Diogo de Vasconcelos,
MG,Dionísio,CT Dionísio,
SC,Dionísio Cerqueira,CT Dionísio Cerqueira,
GO,Diorama,CT Diorama ,
SP,Dirce Reis,CT Dirce Reis,
PI,Dirceu Arcoverde,CT Dirceu Arcoverde,
SE,Divina Pastora,CT Divina Pastora,
MG,Divinésia,CT Divinésia ,
MG,Divino,CT Divino ,
MG,Divino das Laranjeiras,CT Divino das Laranjeiras,
ES,Divino de São Lourenço,CT Divino de São Lourenço,
SP,Divinolândia,CT Divinolândia,
MG,Divinolândia de Minas,CT Divinolândia de Minas ,
MG,Divinópolis,CT Divinópolis,
GO,Divinópolis de Goiás,CT Divinópolis de Goiás,
TO,Divinópolis do Tocantins,CT Divinópolis do Tocantins,
MG,Divisa Alegre,CT Divisa Alegre,
MG,Divisa Nova,CT Divisa Nova,
MG,Divisópolis,CT Divisópolis,
SP,Dobrada,CT Dobrada,
SP,Dois Córregos,CT Dois Córregos,
RS,Doisrmãos,CT Dois Irmãos,
RS,Doisrmãos das Missões,CT Dois Irmãos das Missões,
MS,Doisrmãos do Buriti,CT Dois Irmãos do Buriti,
TO,Doisrmãos do tocantins,CT Dois Irmãos do tocantins ,
RS,Dois Lajeados,CT Dois Lajeados,
AL,Dois Riachos,CT Dois Riachos,
PR,Dois Vizinhos,CT Dois Vizinhos,
SP,Dolcinópolis,CT Dolcinópolis,
MT,Dom Aquino,CT Dom Aquino,
BA,Dom Basílio,CT Dom Basílio,
MG,Dom Bosco,CT Dom Bosco,
MG,Dom Cavati,CT Dom Cavati,
PA,Dom Eliseu,CT Dom Eliseu,
PI,Dom Expedito Lopes,CT Dom Expedito Lopes,
RS,Dom Feliciano,CT Dom Feliciano,
PI,Domnocêncio,CT Dom Inocêncio,
MG,Dom Joaquim,CT Dom Joaquim ,
BA,Dom Macedo Costa,CT Dom Macedo Costa,
RS,Dom Pedrito,CT Dom Pedrito,
MA,Dom Pedro,CT Dom Pedro,
RS,Dom Pedro de Alcântara,CT Dom Pedro de Alcântara ,
MG,Dom Silvério,CT Dom Silvério,
MG,Dom Viçoso,CT Dom Viçoso,
ES,Domingos Martins,CT Domingos Martins,
PI,Domingos Mourão,CT Domingos Mourão,
SC,Dona Emma,CT Dona Emma,
MG,Dona Euzébia,CT Dona Euzébia,
RS,Dona Francisca,CT Dona Francisca,
PB,Donanês,CT Dona Inês,
MG,Dores de Campos,CT Dores de Campos,
MG,Dores de Guanhães,CT Dores de Guanhães,
MG,Dores dondaiá,CT Dores do Indaiá,
ES,Dores do Rio Preto,CT Dores do Rio Preto,
MG,Dores do Turvo,CT Dores do Turvo,
MG,Doresópolis,CT Doresópolis,
PE,Dormentes,CT Dormentes,
MS,Douradina,CT Douradina,
PR,Douradina,CT Douradina ,
SP,Dourado,CT Dourado,
MG,Douradoquara,CT Douradoquara,
MS,Dourados,CT Dourados Centro,Centro
MS,Dourados,CT Dourados Leste,Leste
PR,Doutor Camargo,CT Doutor Camargo,
RS,Doutor Maurício Cardoso,CT Doutor Maurício Cardoso,
SC,Doutor Pedrinho,CT Doutor Pedrinho,
RS,Doutor Ricardo,CT Doutor Ricardo,
RN,Doutor Severiano,CT Doutor Severiano,
PR,Doutor Ulysses,CT Doutor Ulysses,
GO,Doverlândia,CT Doverlândia,
SP,Dracena,CT Dracena,
SP,Duartina,CT Duartina,
RJ,Duas Barras,CT Duas Barras,
PB,Duas Estradas,CT Duas Estradas ,
TO,Duerê,CT Duerê,
SP,Dumont,CT Dumont,
MA,Duque Bacelar,CT Duque Bacelar,
RJ,Duque de Caxias,CT Duque de Caxias I,Bananal; Bairro dos Cavalheiros;Bela Vista; Centenário; Centro ; Corte Oito; Covanca; Engenho do Porto; Gramacho; Jardim Elizabete; Jardim Leal; Jardim Olavo Bilac; Lagunas e Dourados; Mangueira; Parque Lafayete; Parque Senhor do Bonfim; Periquito; Prainha; Vila Amélia / Vila Cynthia; Vila Flávia; Vila Ideal; Vila Leopoldina; Vila Nova; Vila Paula; Vila São João 
RJ,Duque de Caxias,CT Duque de Caxias II,Amorim; Cangulo; Codora; Fonseca; Dois Irmãos; Figueira; Santa Cruz da Serra (antes da ponte); São João; São José; São Judas Tadeu; Saracuruna; Chácaras Arcampo; Chácaras Rio-Petrópolis; Chácaras Rio-Petrópolis I; Chácaras Rio-Petrópolis II; Chácaras Rio-Petrópolis III; Conjunto Recidencial Nova Caxias; Conjunto Residencial Valéria; Fazenda do Quintal; Fazenda Paulo Cezar; Fazenda Recreio; Granja Azevedo; Granjinha Silnardo; Jardim Amélia; Jardim Ana Clara I; Jardim Ana Clara II; Jardim Balneário Ana Clara; Jardim Brasil; Jardim Caledônia; Jardim Cana Brava; Jardim da Serra; Jardim das Margaridas; Jardim Dayse; Jardim Goulart; Jardim Ideal; Jardim Jaqueline; Jardim Líder; Jardim Manacá; Jardim Milsa; Jardim Natal; Jardim Nossa Senhora do Carmo; Jardim Paraíso; Jardim Paraná; Jardim Paris; Jardim Primavera; Jardim Quatro Marias; Jardim Rosário; Jardim Santa Cecília; Jardim Santa Rita; Jardim Santana do Pilar; Jardim São Judas Tadeu; Jardim São Paulo; Loteamento Aldeia Viçosa; Loteamento Campoos Mar; Loteamento Cangulo; Loteamento Monte Castelo; Loteamento Otávio Viana; Loteamento Residencial Pitangueiras; Loteamento Ruivalde Freire; Loteamento Santa Cecília; Loteamento Santa Cruz da Serra; Loteamento Taquari; Parque 1º de Maio; Parque Adelaide; Parque Alvorada; Parque Amaral Peixoto; Parque Boa Esperança; Parque Bom Retiro; Parque Chuno; Parque da Caixa Dágua; Parque das Amendoeiras; Parque Dona Amélia; Parque dos Campos Elísios; Parque Gildo; Parque Império; Parque Independência; Parque Irene; Parque João Pessoa; Parque Jonas Godin; Parque Jorge Abdala Chamma; Parque Marilândia; Parque Moderno; Parque Nazaré; Parque Nossa Senhora da Penha; Parque Nossa Senhora do Carmo; Parque Primavera; Parque Santa Helena; Parque Santa Lúcia; Parque Santista; Parque São Pedro de Alcântara; Parque Uruguaiana; Parque Virgínea; Sítio Bom Jardim; Sitio Limoeiro; Vila Urusay
